case,seed,backend,step,reward,entropy,grad_norm,actor_update_ms_per_token,actor_update_seconds,whole_step_throughput
b300-tp1,42,liger_tp,14,0.796875,0.24904891848564148,0.06191348657011986,0.010159569894921104,5.276088156970218,901.5688585079781
b300-tp1,42,liger_tp,15,0.80859375,0.26259636878967285,0.03839757665991783,0.009598031963515935,5.188254570006393,847.8361166266607
b300-tp1,42,liger_tp,16,0.9140625,0.23769062757492065,0.045150820165872574,0.01268176475031043,5.93539562902879,822.0552009267789
b300-tp1,42,liger_tp,17,0.86328125,0.24928206205368042,0.05137292295694351,0.01189753677386764,5.458637461997569,850.3005842901208
b300-tp1,42,liger_tp,18,0.888671875,0.251939594745636,0.04115862399339676,0.011679396712182875,5.657312897033989,845.0527237052858
b300-tp1,42,liger_tp,19,0.830078125,0.25835058093070984,0.05357460677623749,0.011088699832803943,5.3788288939977065,813.6147635127818
b300-tp1,42,liger_tp,20,0.8984375,0.2572477161884308,0.10331378132104874,0.01063111248021865,4.979538667947054,843.5938267785265
b300-tp1,42,liger_tp,21,0.892578125,0.23702284693717957,0.05292542278766632,0.012305784524458156,5.2354344970081,784.4959205118728
b300-tp1,42,liger_tp,22,0.87109375,0.26134711503982544,0.04908889904618263,0.011331484491125964,5.3749876850051805,819.6143993830784
b300-tp1,42,liger_tp,23,0.8515625,0.23913651704788208,0.05763493850827217,0.012846891325507741,5.491185299935751,770.5568107663246
b300-tp1,42,liger_tp,24,0.892578125,0.2843562066555023,0.07841569930315018,0.01179415942347729,5.439537091064267,815.3767503805456
b300-tp1,42,liger_tp,25,0.861328125,0.2825469672679901,0.06920584291219711,0.010176539076522773,5.001992839970626,858.5250523190812
b300-tp1,42,liger_tp,26,0.90625,0.2519199848175049,0.07270725816488266,0.01399044208010162,6.078567274962552,791.8329213730183
b300-tp1,42,liger_tp,27,0.90234375,0.2401093691587448,0.06155768409371376,0.011873098880382706,4.849127933033742,847.6486627724721
b300-tp1,42,liger_tp,28,0.921875,0.2718122601509094,0.05308928340673447,0.01301588289389797,5.386245675035752,810.2884674979293
b300-tp1,42,liger_tp,29,0.88671875,0.28961002826690674,0.049455005675554276,0.013256106641696847,5.817110997042619,834.7595889665565
b300-tp1,42,liger_tp,30,0.90234375,0.26509201526641846,0.05652543529868126,0.012942699722378602,5.200829742942005,766.0090715143082
b300-tp1,42,liger_tp,31,0.875,0.2708054780960083,0.06771549582481384,0.013311324956099217,5.235131124034524,745.999569414869
b300-tp1,42,liger_tp,32,0.931640625,0.271694540977478,0.08901043981313705,0.013311017323465608,5.101327590062283,743.783853405379
b300-tp1,42,liger_tp,33,0.8515625,0.29921954870224,0.04877295717597008,0.012503625707121298,5.70444163098,810.5689695677895
b300-tp1,42,liger_tp,34,0.919921875,0.2682342231273651,0.01631656475365162,0.013803211269185591,5.200842958060093,786.2412727737242
b300-tp1,42,liger_tp,35,0.884765625,0.28653666377067566,0.0381823293864727,0.012751757356045643,5.219651335035451,775.0453773278008
b300-tp1,42,liger_tp,36,0.92578125,0.2999207377433777,0.0583731010556221,0.01316676690492968,5.1537359019275755,783.8248693142148
b300-tp1,42,liger_tp,37,0.919921875,0.2638731896877289,0.04718300700187683,0.015299805139010587,5.581736110034399,718.2471765952276
b300-tp1,42,liger_tp,38,0.927734375,0.2691769301891327,0.03827564790844917,0.014512293702031954,5.157291862065904,740.7712989010164
b300-tp1,42,liger_tp,39,0.9140625,0.2942763566970825,0.050162021070718765,0.01343512933587246,5.273556966916658,760.5106056932743
b300-tp1,42,liger_tp,40,0.92578125,0.2846530079841614,0.056660376489162445,0.014152173030355847,5.128973940969445,713.5203804812573
b300-tp1,42,liger_tp,41,0.857421875,0.29443663358688354,0.02618003822863102,0.014316434235957028,5.404253493994474,734.3761022484624
b300-tp1,42,liger_tp,42,0.912109375,0.3254130184650421,0.07908531278371811,0.013836966145850756,5.353466853965074,758.3608769169389
b300-tp1,42,liger_tp,43,0.91796875,0.29665815830230713,0.039056651294231415,0.0134415810289467,5.105233449023217,765.6522754351261
b300-tp1,42,liger_tp,44,0.8671875,0.3075539171695709,0.05635687708854675,0.012091617278367372,4.820323228021152,783.4622435470168
b300-tp1,42,liger_tp,45,0.939453125,0.29240718483924866,0.0217022355645895,0.014762368608464575,5.031103795976378,712.5161901319792
b300-tp1,42,liger_tp,46,0.896484375,0.3047029376029968,0.038573428988456726,0.014870878628266611,5.231262812973,707.7432375296999
b300-tp1,42,liger_tp,47,0.921875,0.3071453869342804,0.00522774551063776,0.01399660040673703,5.272281431010924,772.1545675295739
b300-tp1,42,liger_tp,48,0.935546875,0.29982173442840576,0.051601458340883255,0.01713130693652579,5.835728314006701,744.4514442350898
b300-tp1,42,liger_tp,49,0.9609375,0.2996262013912201,0.0465017631649971,0.014334730845625301,4.93518980499357,695.98232153597
b300-tp1,42,liger_tp,50,0.90234375,0.3242400288581848,0.037204328924417496,0.013402545927794647,5.099923373898491,743.0414635762905
b300-tp1,42,liger_tp,51,0.92578125,0.2999495565891266,0.04246571660041809,0.01465868281885249,5.2712476829765365,783.6983195596704
b300-tp1,42,liger_tp,52,0.951171875,0.3245994448661804,0.03713221102952957,0.01407644417701733,5.068829013034701,760.8080622270693
b300-tp1,42,liger_tp,53,0.892578125,0.33356279134750366,0.09021289646625519,0.014276860416728248,5.160128490999341,733.596380600819
b300-tp1,42,liger_tp,54,0.9609375,0.28444069623947144,0.04118239879608154,0.015202082438242991,4.841209567035548,651.9237442111516
b300-tp1,42,liger_tp,55,0.912109375,0.34293630719184875,0.04207587614655495,0.013985770535290562,5.271586559014395,731.7256204278278
b300-tp1,42,liger_tp,56,0.9453125,0.3260408937931061,0.055982861667871475,0.01524742687905342,5.1806639729766175,794.1108383742471
b300-tp1,42,liger_tp,57,0.927734375,0.3249189853668213,0.08304768055677414,0.017211534677211114,5.899976395070553,712.1536596085971
b300-tp1,42,liger_tp,58,0.9140625,0.3686198890209198,0.054346248507499695,0.014087322380712513,5.332572752027772,742.713210768967
b300-tp1,42,liger_tp,59,0.953125,0.3323580026626587,0.004890726413577795,0.01485740208409517,5.185738479020074,778.4604066224148
b300-tp1,42,liger_tp,60,0.951171875,0.33885082602500916,0.036114491522312164,0.014591780020310441,5.1129013519966975,685.4415353242181
b300-tp1,42,liger_tp,61,0.890625,0.33430948853492737,0.05975455418229103,0.014715562034431908,5.6303211899939924,728.4740278412894
b300-tp1,42,liger_tp,62,0.904296875,0.3543953001499176,0.053521886467933655,0.013466956134394545,5.24238975008484,776.1376476543503
b300-tp1,42,liger_tp,63,0.892578125,0.35694390535354614,0.03484732285141945,0.01439044100451121,5.277550333994441,742.0004303217869
b300-tp1,42,liger_tp,64,0.900390625,0.3677423894405365,0.014734087511897087,0.014657311420601508,5.24658462300431,717.195729858087
b300-tp1,42,liger_tp,65,0.9453125,0.3540263772010803,0.06553606688976288,0.013859116894148921,4.799121138988994,701.5365405457135
b300-tp1,42,liger_tp,66,0.935546875,0.37578076124191284,0.04279221594333649,0.016307733520594545,5.6441391869448125,721.5506861014267
b300-tp1,42,liger_tp,67,0.94921875,0.34367045760154724,0.035072486847639084,0.01494970643290659,5.166274699964561,719.4100181843949
b300-tp1,42,liger_tp,68,0.912109375,0.3836245834827423,0.052062347531318665,0.013072494963800876,5.147399471956305,778.8965340981832
b300-tp1,42,liger_tp,69,0.919921875,0.37939557433128357,0.042767345905303955,0.01535126825980898,5.630691685015336,763.9365525455228
b300-tp1,42,liger_tp,70,0.916015625,0.3915441334247589,0.06663209944963455,0.013239483717818593,5.099518141010776,742.8481109119949
b300-tp1,42,liger_tp,71,0.943359375,0.36676493287086487,0.033824190497398376,0.014059807850281627,5.162367768003605,771.9666104140749
b300-tp1,42,liger_tp,72,0.900390625,0.39396724104881287,0.04751376435160637,0.015113593712943855,5.798889430938289,745.5696432977282
b300-tp1,42,liger_tp,73,0.923828125,0.40256163477897644,0.03020838089287281,0.012748711362624602,5.235041592968628,781.2097700031085
b300-tp1,42,liger_tp,74,0.947265625,0.37820950150489807,0.0567915141582489,0.014666387738266267,5.3329772430006415,760.6696865683375
b300-tp1,42,liger_tp,75,0.93359375,0.3917112350463867,0.07503657788038254,0.014518867825837195,5.0633825599215925,705.1391610927811
b300-tp1,42,liger_tp,76,0.951171875,0.39420339465141296,0.047614820301532745,0.01427582642573576,5.09605603502132,732.4992018297143
b300-tp1,42,liger_tp,77,0.88671875,0.39780715107917786,0.045754846185445786,0.016190489558351947,5.9681382609996945,715.5347710085059
b300-tp1,42,liger_tp,78,0.94140625,0.3984610438346863,0.04708041995763779,0.014284493923702188,5.08956518501509,726.0622857995222
b300-tp1,42,liger_tp,79,0.94921875,0.40921932458877563,0.04639919102191925,0.0133885450308496,4.73736260808073,702.0709137546255
b300-tp1,42,liger_tp,80,0.921875,0.42285746335983276,0.0648786649107933,0.012509761248786324,4.74776713794563,757.4775448856395
b300-tp1,42,liger_tp,81,0.916015625,0.37973931431770325,0.06739026308059692,0.016002021139774395,5.363029378931969,704.3903611810803
b300-tp1,42,liger_tp,82,0.900390625,0.4448651373386383,0.06577865034341812,0.012684601099417783,4.8674873490817845,759.8193278565777
b300-tp1,42,liger_tp,83,0.9375,0.4157298505306244,0.044439755380153656,0.013388098091680928,5.079444415983744,828.1571585968533
b300-tp1,42,liger_tp,84,0.974609375,0.4228987395763397,0.07152527570724487,0.015325133530098279,5.650775186019018,766.6329061447734
b300-tp1,42,liger_tp,85,0.96484375,0.3951523005962372,0.046097442507743835,0.014572287031522876,5.092227414017543,744.6412624856926
b300-tp1,42,liger_tp,86,0.91015625,0.4555068910121918,0.022148406133055687,0.015127655071074475,5.6329033869551495,750.5620359979621
b300-tp1,42,liger_tp,87,0.927734375,0.4630230963230133,0.060828715562820435,0.013751982013680927,5.323048437945545,760.6915209365604
b300-tp1,42,liger_tp,88,0.93359375,0.4634009599685669,0.059123847633600235,0.01197199000899431,4.777446557069197,763.9569632762704
b300-tp1,42,liger_tp,89,0.94140625,0.456449955701828,0.08246804773807526,0.015018557141698542,5.309450432076119,704.7742549699051
b300-tp1,42,liger_tp,90,0.943359375,0.45423978567123413,0.031894244253635406,0.01332874376855688,4.7522436319850385,748.083232599369
b300-tp1,42,liger_tp,91,0.927734375,0.477646142244339,0.053640902042388916,0.01268704598891452,5.244583757943474,820.3138362152308
b300-tp1,42,liger_tp,92,0.9375,0.46499189734458923,0.039894092828035355,0.014410985575735271,5.585755653097294,748.8157173536297
b300-tp1,42,liger_tp,93,0.8984375,0.482384592294693,0.06789517402648926,0.01233019140713406,4.778121792944148,763.3721003107167
b300-tp1,42,liger_tp,94,0.91796875,0.4732151925563812,0.030970565974712372,0.013534424453822197,5.33888381102588,752.0827592596048
b300-tp1,42,liger_tp,95,0.958984375,0.4721921384334564,0.06423603743314743,0.013872142123872533,5.100592448958196,771.9322577932875
b300-tp1,42,liger_tp,96,0.943359375,0.457730233669281,0.040042370557785034,0.014988417640422516,5.05860594206024,696.1555034631753
b300-tp1,42,liger_tp,97,0.94921875,0.4698798954486847,0.017530057579278946,0.013598062894438413,4.9500076490221545,704.230433759874
b300-tp1,42,liger_tp,98,0.8984375,0.49652472138404846,0.0404931977391243,0.012959396707876148,4.742841128958389,704.7499149857586
b300-tp1,42,liger_tp,99,0.921875,0.4816911518573761,0.04094899818301201,0.016079052946582555,5.763343580067158,728.7858600610989
b300-tp1,42,liger_tp,100,0.916015625,0.5377675294876099,0.039679259061813354,0.012101523333989941,4.748746669967659,766.504676954948
b300-tp1,43,triton,1,0.498046875,0.21593435108661652,0.06614843755960464,0.021008504620461013,12.365332709043287,588.0797405101439
b300-tp1,43,triton,2,0.52734375,0.20642617344856262,0.10355449467897415,0.010234137496593458,5.934909378062002,903.962751490853
b300-tp1,43,triton,3,0.5234375,0.21264103055000305,0.07095450907945633,0.009055660265060097,5.357672727899626,881.8257588092373
b300-tp1,43,triton,4,0.572265625,0.21390070021152496,0.054401323199272156,0.009323992036332565,5.424493438913487,935.3547985505837
b300-tp1,43,triton,5,0.701171875,0.20898090302944183,0.04274687543511391,0.012470485249475407,6.267578592989594,833.6031417201017
b300-tp1,43,triton,6,0.685546875,0.21582378447055817,0.0654389038681984,0.01081491762163772,5.304381830967031,841.6502158922012
b300-tp1,43,triton,7,0.7265625,0.24225400388240814,0.08318303525447845,0.009666282436267678,5.262314492021687,878.3904708312901
b300-tp1,43,triton,8,0.7265625,0.2458789348602295,0.06936565786600113,0.01073513598825085,5.728322239010595,900.2978170390016
b300-tp1,43,triton,9,0.794921875,0.22373323142528534,0.06656202673912048,0.00978505221396377,5.272968937060796,916.2973943411065
b300-tp1,43,triton,10,0.796875,0.23406338691711426,0.0727653056383133,0.011860887070425378,6.330618004081771,865.7956177073004
b300-tp1,43,triton,11,0.7890625,0.2698584794998169,0.05492262914776802,0.011069309475411083,6.076442089979537,914.8552532858088
b300-tp1,43,triton,12,0.890625,0.2467208355665207,0.07588810473680496,0.010480280087005928,5.035481133963913,842.1200299063381
b300-tp1,43,triton,13,0.875,0.25115111470222473,0.06319032609462738,0.012468502077134434,6.549155527027324,871.2152919346885
b300-tp1,43,triton,14,0.775390625,0.26944106817245483,0.05559306964278221,0.009981417102531769,5.191764235962182,926.6995323750565
b300-tp1,43,triton,15,0.845703125,0.263848215341568,0.05139385908842087,0.011114247228303408,5.677057455992326,883.8824798661088
b300-tp1,43,triton,16,0.890625,0.24469037353992462,0.06064894050359726,0.013412023730325172,6.041861862060614,812.8935557380177
